Textos_espanol,sdg
"Además, la reforma de libre elección con derecho de libre establecimiento para los proveedores ha tendido a concentrar a los médicos en las áreas urbanas. El número de pacientes en Suecia que informan que han tenido que buscar atención hospitalaria de emergencia porque no había un médico de atención primaria disponible es considerablemente más alto que en la mayoría de los demás países de la UE (van den Berg et al, 2016). Además, la accesibilidad a la atención primaria fuera del horario de atención a menudo es limitada y las visitas innecesarias al departamento de emergencias del hospital por problemas menores son una queja común tanto entre los pacientes como entre los profesionales de la salud (Commonwealth Fund, 2016). Sin embargo, el número de enfermeros especialistas y otros enfermeros de práctica avanzada sigue siendo bajo, y el número de nuevos enfermeros que se gradúan con formación especializada y un título avanzado ha disminuido desde 2005.",3
"Para responder a todas las amenazas es necesario el compromiso de organizaciones de diversos ámbitos, como el desarrollo, el comercio, la prevención de catástrofes y la seguridad. Para garantizar ese compromiso por parte de un abanico diverso de organizaciones, éste debe ser refrendado no sólo a nivel del ministro de sanidad, sino también desde el más alto nivel nacional. Las organizaciones internacionales activas en este campo, como el PNUD y UNICEF, tienen que reconocer que la mejora de las capacidades básicas del RSI contribuye al fortalecimiento general de los sistemas sanitarios de los países en desarrollo, y desempeñar un papel en la supervisión de si se cumplen los requisitos del RSI en materia de capacidades básicas en cada país.",3
"Southern Med Review, 4(2), 69. Análisis de series de tiempo de la relación entre desempleo y mortalidad: una encuesta de críticas econométricas y réplicas de los estudios de Brenner. ¿La economía afecta el uso de sustancias en los adolescentes? Reichman, NE (2013). Ciclos económicos, hipertensión y enfermedades cardiovasculares: evidencia del colapso económico de Islandia.",3
"En efecto, la frecuencia y el porcentaje de personas que pasan por diferentes procesos judiciales y utilizan servicios jurídicos no son los mismos para hombres y mujeres. Los datos internacionales sugieren que los asuntos civiles y de familia son probablemente los más relevantes para las mujeres. Nueva Zelanda, por ejemplo, proporciona datos desglosados por sexo en sus Estadísticas de los Tribunales de Familia, que muestran que en 2007, el 91% de los solicitantes de órdenes de protección contra la violencia eran mujeres, el 61% de los solicitantes de la custodia de los hijos eran mujeres, el 62% de los solicitantes de la división de bienes eran mujeres y el 51% de los solicitantes de la disolución por una parte del matrimonio o de la unión civil eran mujeres.",5
"Si se realiza un seguimiento adecuado y coordinado tras el alta, los pacientes no suelen reingresar en el hospital en un plazo de 30 días. Una tasa elevada de reingresos no planificados es, por tanto, un indicador de la calidad de varias dimensiones del sistema de salud mental. Para supervisar la calidad de la atención de salud mental y el rendimiento del sistema de salud mental, las tasas de reingreso hospitalario no planificado a los 30 días son utilizadas por organizaciones de varios países de la OCDE, como el Instituto Canadiense de Información Sanitaria, la Comisión de Calidad Asistencial del Reino Unido y el Sistema Nacional de Supervisión del Rendimiento de la Salud Mental de Estados Unidos.",3
"Aún más preocupante, los niveles de inequidad socioeconómica no han cambiado desde 2006 en la mayoría de los países. La Figura 3 muestra que en algunos países, como Australia, Finlandia y Corea, la discrepancia entre los estudiantes en los cuartiles superior e inferior del índice ESCS socioeconómico de PISA creció aún más entre 2006 y 2015. Sin embargo, los resultados de PISA muestran que la desigualdad de oportunidades no es inamovible y que los sistemas escolares seleccionados lograron volverse más equitativos en un período relativamente corto (OCDE, 2017(8]).",4
"El uso de estos datos por parte de la OCDE se entiende sin perjuicio del estatus de los Altos del Golán, Jerusalén Este y los asentamientos israelíes en Cisjordania según los términos del derecho internacional. Esta sección explora algunas de las áreas de intervención más prometedoras, como el refuerzo de la participación y la calidad de la oferta en la educación y atención a la primera infancia (ECEQ), la mejora del rendimiento al final de la educación obligatoria mediante el apoyo a los estudiantes de entornos socioeconómicos bajos, el fomento de la igualdad de género, el apoyo a los estudiantes de origen inmigrante y la lucha contra el abandono escolar en la educación secundaria. Dado que los niños pequeños son capaces de aprender mucho más de lo que se suponía hasta ahora, la educación y el apoyo proporcionados durante los primeros años pueden compensar, al menos en parte, las deficiencias de estimulación en casa o barreras como el idioma. Por ello, la mayoría de los países de la OCDE se han esforzado por aumentar las tasas de escolarización antes de los 5 años.",4
"Las enfermeras y maestras caribeñas son un ejemplo, sin embargo, uno de los casos más claros es la especialización de las mujeres migrantes peruanas en el servicio doméstico: casi el 50% de ellas trabajan en este sector. Las mujeres peruanas empleadas como trabajadoras domésticas están más cualificadas que otros grupos de migrantes, y esta ventaja comparativa puede ser una de las razones por las que son contratadas con más frecuencia para cubrir estos puestos. Sin embargo, Pacecca y Courtis (2008) han señalado que las trabajadoras domésticas sobrecualificadas no reciben necesariamente un salario más alto, al menos no en Argentina.",5
"Esto da como resultado el desarrollo de presupuestos de educación quinquenales que solo se vinculan débilmente con las estrategias de mediano y largo plazo para el sector educativo. No obstante, en un desarrollo positivo posterior a la visita del equipo de revisión de la OCDE, ANEP estableció metas anuales para el período 2016-20 en su Plan Presupuestario 2015-19 que cubre 61 indicadores en una variedad de áreas. Existe la percepción de que los consejos de educación distribuyen los recursos para garantizar cierta equidad horizontal entre las escuelas individuales (es decir, se otorgan recursos similares a las escuelas con un tipo de provisión similar). El mecanismo de asignación busca garantizar que, en cada escuela, se ponga a disposición un nivel básico de recursos que permita a los estudiantes, independientemente de su origen socioeconómico, beneficiarse de una experiencia escolar similar.",4
"Los hombres son hospitalizados anualmente por psicosis (especialmente esquizofrenia) a una tasa ligeramente más alta que las mujeres. En 2007, este número fue de aproximadamente 3 000 hospitalizaciones entre hombres, frente a 2 600 mujeres. Los datos de 2011 encontraron que el 15,1% de los pacientes hospitalizados con esquizofrenia fueron rehospitalizados dentro de los 30 días posteriores al alta (OCDE, 2014a).",3
"Los mecanismos de seguimiento y supervisión no son sistemáticos y pueden fortalecerse. Las reformas relacionadas con la igualdad de género y la buena gobernanza colectivamente se refuerzan mutuamente. La planificación y la implementación de las reformas de igualdad de género solo tendrán éxito si existen procesos sólidos de planificación, monitoreo e implementación para el sector público en general.",5
"Una encuesta del PNUD de 2013 encontró que el 28 por ciento de los tunecinos eran hostiles a la participación política de las mujeres, de los cuales el 24 por ciento sentía que el lugar de las mujeres estaba en el hogar. Cien mujeres con potencial de liderazgo fueron seleccionadas para participar en una serie de capacitaciones para ayudar a desarrollar sus habilidades como candidatas políticas, incluida la teoría política, la comunicación y las relaciones con los medios. Además de los efectos tangibles de tres mujeres recién elegidas como resultado del programa, la cohorte más grande de mujeres ha ganado confianza y será un recurso notable para el futuro, tanto como candidatas políticas como modelos a seguir para las mujeres tunecinas en general. .",5
"Sin embargo, un punto de vista alternativo, favorecido por Estados Unidos y la Comisión Australiana de Derecho, es sostener que los incentivos de las patentes a los tratamientos médicos son demasiado importantes para excluirlos de la elegibilidad. En su lugar, aunque permiten ampliamente la patentabilidad de las herramientas y tÃ©cnicas mÃ©dicas para fomentar la inversiÃ³n en I+D, los Estados Unidos han adoptado una excepciÃ³n limitada para proteger a los mÃ©dicos (y, por ejemplo, al hospital que los emplea) de la infracciÃ³n de patentes cuando llevan a cabo ""mÃ©todos mÃ©dicos puros"". Integra demandó a Merck por infracción de patentes.",3
"Este documento se centra en las reglas del sistema de pensiones y cómo interactúan con otras condiciones sociales y del mercado laboral a lo largo de la vida de las mujeres. En particular, el documento evalúa la forma en que las características específicas del diseño de las pensiones pueden reproducir o mitigar las desigualdades de género en la vejez. Identificar las fuentes de las brechas de género en los sistemas de pensiones puede contribuir a comprender los impactos que pueden tener las reformas de pensiones adoptadas recientemente y las direcciones de política que pueden ayudar a mejorar la igualdad de género hoy y en el futuro.",5
"En la etapa de secundaria inferior (Years 8 tolO), los profesores califican cada asignatura dos veces al año. En la secundaria superior, los profesores realizan una evaluación continua, y los alumnos se presentan a exámenes cnd-of-ycar (UNESCO. La autoridad central en materia de evaluación aconseja que la evaluación se utilice como instrumento para gestionar el aprendizaje, y no como herramienta de selección. Cada vez se hace más hincapié en la evaluación de las competencias que en la de los conocimientos y los hechos (UNESCO, 2007).",4
"En las instituciones de atención a largo plazo u otros servicios que brindan alojamiento o tratamiento a las personas mayores, es relativamente común encontrar condiciones de vida deplorables o hacinamiento, o tratamientos que pueden dañar la salud física o mental o violar otros derechos humanos básicos y libertades fundamentales con frecuencia. consecuencias irrevocables (Vásquez, 2004). Todos los residentes de instituciones tienen derechos y libertades protegidos en convenios internacionales y leyes nacionales, independientemente de que sufran discapacidades físicas o mentales. Investigaciones recientes realizadas por el Banco Interamericano de Desarrollo (BID) y la Organización Panamericana de la Salud (OPS) sobre la exclusión social de las personas mayores institucionalizadas con discapacidad física y mental en tres países del Cono Sur (Argentina, Chile y Uruguay) muestran una situación heterogénea en cuanto a estos servicios. Argentina tiene la mayor proporción de internaciones decididas por otra persona distinta de la propia persona mayor (12%), mientras que Chile tiene el mayor porcentaje de mayores ingresadas por no tener dónde vivir (12%). Las personas mayores institucionalizadas en Uruguay tienen un nivel más bajo de capacidades funcionales y mentales (45%), mientras que en Argentina el 65% de los residentes no presenta degeneración cognitiva ni fisiológica.",3
"Esta mejora del rendimiento tuvo efectos positivos en las tasas de matriculación y asistencia de los alumnos (Graham y Berman, 2013). Los niÃ±os son evaluados cuando empiezan la escuela y los resultados se comunican a los padres. Se pide a los padres que realicen actividades de aprendizaje con sus hijos todos los días. Al cabo de seis meses, los padres vuelven a conocer los resultados de la evaluación del niño.",4
"Reacciones adversas a medicamentos como causa de ingreso hospitalario: análisis prospectivo de 18 820 pacientes. Una intervención para reducir las infecciones del torrente sanguíneo relacionadas con catéteres en la UCI. New England Journal ofMedicine ,355:2725-2732. 25-Year summary of US malpractice claims for diagnostic errors 1986-2010: an analysis from the National Practitioner Data Bank. Lost productive life years caused by chronic conditions in Australians aged 45-64 years, 2010-2030.",3
"Pero los crÃ©ditos de cotizaciÃ³n han cobrado especial importancia tras la introducciÃ³n de sistemas de cotizaciÃ³n definida que refuerzan el vÃnculo entre cotizaciones y prestaciones. Anna Dâ€™Addio calcula lo que sucederÃa si no existieran estos crÃ©ditos en una serie de paÃses de la OCDE y la UE y constata que las tasas de reemplazo de las madres disminuirÃan entre 3 y 7 puntos porcentuales de media con entre 3 y 15 aÃ±os de interrupciÃ³n de la carrera profesional (Dâ€™Addio 2012:90). TambiÃ©n se han encontrado efectos positivos, especialmente para las mujeres de los grupos de ingresos mÃ¡s bajos, en estimaciones para Chile (Fajnzylber20i3).Otro estudio, centrado en Estados Unidos, concluye que los crÃ©ditos de cotizaciÃ³n y las prestaciones mÃnimas favorecen a las mujeres de los estratos sociales mÃ¡s pobres, mientras que las prestaciones por divorcio estÃ¡n orientadas sobre todo a las mujeres de los grupos de ingresos mÃ¡s altos (Herd 2005). ",5
"Habiendo establecido una alfabetización casi universal a fines del siglo XIX, su desarrollo económico y social ha estado y sigue estando profundamente entrelazado con un compromiso con la educación. A medida que la economía se ha desarrollado en las últimas décadas, el sistema educativo que ayudó a impulsar al país al estatus de ingreso medio alto ahora debe evolucionar para responder a las crecientes expectativas y las cambiantes demandas de habilidades. Están surgiendo nuevos desafíos: el crecimiento económico se ha desacelerado recientemente, la desigualdad se está ampliando y el crecimiento de la productividad es débil.",4
"En la práctica, podría definirse como la cobertura para toda la población de un determinado conjunto de servicios y bienes sanitarios, aunque la naturaleza de estos bienes y servicios varía de un país a otro. La OMS y el Banco Mundial han propuesto opciones para medir y evaluar la cobertura sanitaria en un país determinado y para medir los avances hacia la ""cobertura universal"" (véase el recuadro 1). Sugieren que se pueden utilizar dos tipos de medidas para evaluar el progreso hacia la cobertura universal. La protección financiera puede medirse observando la proporción de personas que se enfrentan a gastos sanitarios muy elevados (catastróficos) (definidos como porcentaje del gasto familiar), y observando la proporción de la población que cae en la pobreza debido a los gastos sanitarios.",3
"La baja densidad de población explica el bajo nivel de enfermedad en humanos. En Mongolia, la transmisión a los humanos ocurre principalmente por contacto directo con animales a través de lesiones al manipularlos o durante el sacrificio y, en menor medida, por beber leche contaminada. Según el estudio de 2003 sobre enfermedades infecciosas emergentes18, hasta 2001 se notificaron aproximadamente 8.000 casos de brucelosis crónica.",3
"La Recomendación de 2015 complementa y profundiza las disposiciones pertinentes de la Recomendación de la OCDE de 2013 sobre la igualdad de género en la educación, el empleo y el espíritu empresarial. Ambas Recomendaciones del Consejo se desarrollaron como aspectos críticos de la Iniciativa de Género de la OCDE. Además, movimientos de todo el mundo como #metoo, Time's Up, Weinstein Effect y #BalanceTonPorc exigen cada vez más responsabilidad por la persistente desigualdad de género en las esferas pública y privada.",5
"Otra razón por la que hay menos mujeres que hombres en los puestos de toma de decisiones en las empresas de medios daneses, como señala Rikke Andreassen, es que muchos de los que ocupan puestos de liderazgo son reclutados en la sección de Asuntos Internos de las salas de redacción, dominada por hombres. Muchas empresas públicas y privadas, incluida DR, lo firmaron voluntariamente. La iniciativa significó que las empresas deberían crear una estrategia sobre cómo atraer a más mujeres a los puestos de toma de decisiones y cómo establecer lugares de trabajo sensibles al género y estructuras de contratación inclusivas de género (Andreassen 2016).",5
"La encuesta proporciona información sobre la prevalencia de determinados trastornos mentales de por vida y de 12 meses por tres grupos principales de trastornos: trastornos de ansiedad (p. ej., fobia social), trastornos afectivos (p. ej., depresión) y trastornos por consumo de sustancias (p. ej., consumo nocivo de alcohol). La encuesta también proporciona información sobre el nivel de deterioro, los servicios de salud utilizados para los problemas de salud mental, las condiciones físicas, las redes sociales y los cuidados, así como las características demográficas y socioeconómicas. En 2012, la Encuesta de Salud de la Comunidad Canadiense (Versión para Áreas Específicas) se centró en la salud mental.",3
"En términos de la dinámica del camino bajo, la desigualdad de género en el mercado laboral significa que cuando las mujeres trabajan por pago, ya sea que críen a sus hijos con su pareja o solas, es un desafío financiero reemplazar su trabajo de cuidados no remunerado con sustitutos de alta calidad. También significa que convertirse en madre, especialmente una madre sola, aumenta el riesgo de pobreza ya que las demandas financieras y de tiempo del hogar aumentan simultáneamente. El mal estado del sistema de atención a la infancia.",5
"Debido a esta variación en la experiencia docente pasada, algunos participantes pueden validar las certificaciones de su país de origen a través del programa de vía rápida, mientras que otros tendrán que inscribirse en un programa puente (ULV; consulte a continuación para obtener más detalles) (Hajer y Economou, 2017(152) ]). Dado que las rutinas y tradiciones del aula, incluido el trabajo individual versus grupal y las interacciones entre docentes y alumnos, pueden diferir entre países, es importante educar a los futuros docentes suecos sobre el aprendizaje centrado en el alumno (Hajer y Economou, 2017(135]). En febrero de 2016 y 2018, 1 304 personas (62 % mujeres, 38 % hombres) han participado o están participando en el programa Promovido como una educación complementaria para personas con certificaciones docentes fuera de Suecia, el objetivo es retener a tantos docentes inmigrantes en la profesión docente y permitirles empezar a enseñar lo antes posible.",4
"Otros países apoyan 16 Días de Acción desde el 25 de noviembre hasta el 10 de diciembre, pero las campañas pueden realizarse en cualquier época del año. En 1999, el Día del Listón Blanco fue adoptado oficialmente por las Naciones Unidas como el Día Internacional para la Eliminación de la Violencia contra la Mujer. En la actualidad, la Campaña del Lazo Blanco es el esfuerzo más grande del mundo (que involucra a más de 55 países) que alienta a los hombres a condenar la violencia contra las mujeres.",5
"El paÃs mÃ¡s avanzado en este Ã¡mbito es Argelia, que no impone ninguna condiciÃ³n en ninguno de los dos casos. Es fundamental proteger los derechos de las mujeres en todos los Ã¡mbitos de la vida, incluida la participaciÃ³n econÃ³mica.32 El acceso a la justicia significa principalmente: mecanismos jurÃdicos y legislaciones que establezcan el derecho de acceso a los tribunales y a un recurso judicial justo, que promuevan la asistencia jurÃdica y judicial a las mujeres, que las ayuden a tomar conciencia de sus derechos de acceso a la justicia y que proporcionen servicios y asesoramiento jurÃdico. También significa el derecho de las mujeres a acudir a los tribunales, el derecho a trabajar en una profesión jurídica, la posibilidad de que las mujeres accedan a los mismos puestos que los hombres en la judicatura, de acuerdo con los principios de igualdad y equidad.",5
"Además, los servicios de cuidado que no contemplan estándares de calidad para el empleo en este sector, mayoritariamente a cargo de mujeres en América Latina, consolidan la precariedad laboral y la vulnerabilidad social que padecen. Otros ejemplos incluyen los instrumentos de regulación del mercado laboral, que pueden cumplir simultáneamente funciones como políticas de empleo, protección social y cuidados, como las que establecen un salario mínimo o un máximo de jornada (CEPAL, 2016b). Además, los mecanismos de reconocimiento de pensiones para las mujeres cuidadoras podrían incluir el conjunto de pensiones sociales no contributivas que benefician principalmente a las mujeres de la región.11 En otros casos, los programas que se encuentran en la frontera entre las políticas de empleo y las de protección social podrían vulnerabilidad específica que enfrentan los cuidadores no remunerados.",5
"Las mujeres empresarias que se registraron a través del programa informan de mejoras en sus operaciones empresariales, costes de crédito y seguridad laboral. Uno de los riesgos del programa es que podría crear incentivos para declarar ingresos reales inferiores a los reales (con el fin de beneficiarse del estatuto especial de MEI) y reducir el atractivo de otras formas jurídicas de empresa (sociedades de responsabilidad limitada y sociedades anónimas) que suelen ser más propicias para el crecimiento empresarial. Se necesitan medidas complementarias para permitir un mayor crecimiento de las empresas propiedad de mujeres.",5
"Las activistas africanas y los movimientos de mujeres -por ejemplo, Action for Development en Uganda, National Women's Lobby Group en Zambia, National Committee on the Status of Women en Kenia y Women of Zimbabwe Arise, asÃ como Forum Mulher en Mozambique- han desempeÃ±ado un papel clave en las redes locales, nacionales e internacionales que promueven una voz colectiva. La influencia de los movimientos de mujeres ha sido un factor de transformaciÃ³n de las constituciones nacionales en varios paÃses. Esto se ha traducido en un acceso mÃ¡s equitativo de gÃ©nero al derecho civil (generalmente entendido como un mejor vehÃculo para la participaciÃ³n polÃtica de las mujeres), la protecciÃ³n de los derechos de las mujeres y la realizaciÃ³n de su ciudadanÃa.",5
"Obliga a los partidos políticos a garantizar la paridad de género al designar candidatos en las elecciones al Congreso federal y local y a alternar nombres masculinos y femeninos en sus listas de candidatos. La medida supuso una mejora decisiva con respecto al requisito constitucional anterior de que al menos el 40% de los diputados de la Asamblea fueran del mismo sexo (OCDE, 2017b). Sin embargo, entre 2013 y 2016, ningún otro país se sumó a los 10 que declararon practicar las cuotas legislativas, aunque Francia las adoptó en 2013 a nivel subnacional.",5
"En otras palabras, no se puede determinar la dirección causal de esta asociación. Sin embargo, en más de un tercio de los países y economías, incluidos muchos que compensan las desventajas en las escuelas asignando más docentes a esas escuelas, los docentes de las escuelas más desfavorecidas están menos calificados y/o tienen menos experiencia que los de las escuelas más aventajadas (Gráfico 1.2). A veces, las mismas políticas que canalizan más recursos a las escuelas de alta necesidad podrían, de hecho, disuadir a los maestros con más experiencia de enseñar en estas escuelas. Donde las reglas establecidas centralmente para la promoción y la movilidad de los docentes privilegian las preferencias de los docentes y dan prioridad a los docentes de mayor antigüedad, y donde el salario de los docentes no varía mucho entre las escuelas o entre los docentes con experiencia y calificaciones similares, parece difícil evitar atraer una alta concentración. de los profesores más experimentados en las escuelas más prestigiosas.",4
"Al igual que en otros países de la UE, existen grandes disparidades en la autoevaluación de la salud según el nivel socioeconómico: el 80 % de las personas en el quintil de ingresos más altos informan tener buena salud en comparación con el 48 % de la población en el quintil de ingresos más bajos (Figura 4) . Estos incluyen las condiciones de vida y de trabajo de las personas, el entorno físico en el que viven y una variedad de factores de riesgo conductuales. De hecho, más del 35 % de la carga total de enfermedad en la República Checa en 2015 (medida en términos de OALY) podría atribuirse a factores de riesgo conductuales, incluidos los riesgos dietéticos (que contribuyen con el 18 %), el tabaquismo (13 %), el alcohol uso (4%) e inactividad física (3%) (IHME, 2016).",3
"Desde que se descubrió la enfermedad del virus del Ébola en 1976, el brote de 2014 ha demostrado ser el más grave y complejo. Sin embargo, esas advertencias no causaron revuelo en la 67.ª Asamblea Mundial de la Salud de la Organización Mundial de la Salud (OMS) celebrada ese mismo año, y no se lanzó una respuesta internacional de inmediato. Fue solo después de agosto que el brote fue reconocido como una “emergencia de salud pública de importancia internacional (PHEIC)” de acuerdo con el Reglamento Sanitario Internacional (RSI).1 Sin embargo, cuando se declaró PHEIC, ya era imposible que la OMS sea la única que coordine los esfuerzos de los países para contener la epidemia. En septiembre de 2014, se creó la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) con el respaldo de la Asamblea General en su resolución 69/1 y el Consejo de Seguridad en su resolución 2177.",3
"Las tarifas de costo total que cobran las instituciones de educación superior privadas para programas similares oscilarían entre USD 9 434,0 y USD 26 415,1, según sus componentes internacional-local. Los analistas de la educación superior han expresado su preocupación con respecto al monto de los subsidios gubernamentales y la medida en que son sostenibles, dado que los costos de la educación superior seguirán aumentando en todo el mundo. R. M. (2010), Acceso y equidad en la educación superior, Malasia.",4
"Se espera que satisfaga las demandas de mano de obra de la economía, brinde igualdad de oportunidades educativas para todos y promueva la unidad nacional en la sociedad plural de Malasia. La educación en Malasia está supervisada por dos ministerios gubernamentales: el Ministerio de Educación para asuntos hasta el nivel secundario y el Ministerio de Educación Superior para la educación terciaria. La principal legislación que rige la educación es la Ley de Educación de 1996.",4
"Este capítulo se basa en la evidencia internacional y los hallazgos de este informe para ofrecer algunas reflexiones finales y resaltar algunos principios clave que el gobierno chileno debe tener en cuenta al implementar y adaptar las políticas educativas. Estas reflexiones finales se basan en elementos que son transversales a todos los niveles educativos en Chile. Se refieren principalmente a: I) garantizar que el gobierno chileno coloque constantemente el aprendizaje de los estudiantes en el centro de las políticas educativas, 2) apoyar a los actores clave en todo el sistema para implementar políticas educativas, y 3) alinear las políticas para lograr la coherencia, adaptándolas al mismo tiempo. según sea necesario para garantizar que las estructuras, los recursos y los procesos continúen convergiendo de manera efectiva hacia una visión nacional de la educación.",4
"Para acabar con la cultura de la impunidad, es necesario crear sistemas de denuncia exhaustivos que documenten los abusos contra los derechos de las mujeres y apoyen a las supervivientes civiles y femeninas de la guerra en su bÃºsqueda de justicia (capÃtulo 3). Siguiendo las sugerencias formuladas en la secciÃ³n anterior, esto debe incluir una formaciÃ³n especial para los organismos encargados de hacer cumplir la ley, que desempeÃ±an un papel importante en la aplicaciÃ³n de los derechos de la mujer en el Ã¡mbito comunitario (capÃtulos 3 y 13). Promover los debates pÃºblicos y la informaciÃ³n en los medios de comunicaciÃ³n sobre las Resoluciones 1325 y 1820 (y resoluciones posteriores) y sobre las respuestas nacionales a estos importantes programas en las sociedades en situaciÃ³n de posconflicto es un paso esencial para concienciar y defender el papel participativo de la mujer. En la reconstrucción posconflicto, debe reconocerse y alentarse públicamente (y, lo que es más importante, ¡no desalentarse!) a las niñas y mujeres en particular. Esta recomendación puede impulsarse ofreciendo a las mujeres oportunidades de debatir y analizar el lenguaje de las RCS, como la 1325, para relacionarlas con los conflictos específicos en los que se ven inmersas (Capítulo 11).",5
"Las mujeres y las niñas tienen menos oportunidades educativas y más responsabilidades domésticas. La falta de acceso a la infraestructura de agua y electricidad agrava las restricciones culturales sobre el tiempo de las mujeres. Las empresas comerciales de los países sin litoral se dedican a la agricultura, la madera y el papel, pero no a los sectores de la confección y manufacturas diversas dominados por mujeres.",5
"La pobreza es ahora un fenómeno predominantemente rural, y los indígenas del norte experimentan penurias particularmente severas. Como se mencionó anteriormente, ha habido una fuerte caída en el número de hospitales rurales desde el colapso de la Unión Soviética. Tanto las poblaciones rurales indígenas como las no indígenas tienen peor salud y menos acceso a los servicios de salud que los residentes urbanos.",3
"La programación transformadora de género, que involucra a hombres y mujeres, ha promovido el cambio al desafiar las normas de género dañinas para abordar la distribución adversa del poder, los roles, las responsabilidades y los recursos entre hombres y mujeres en países como Brasil, Egipto, Etiopía, India y Perú. El núcleo de la estrategia de Soul City es aprovechar la cultura popular y la comunicación para lograr un cambio social. Utilizando la infraestructura de radiodifusión pública de Sudáfrica, los programas comunican mensajes clave de salud pública y estimulan el diálogo y el debate.",5
"Sin embargo, las tasas de concepción entre las mujeres de 15 a 17 años siguen siendo más altas que en EE.UU. (2,9% en 20123) y Reino Unido (2,8% en 20124), donde la mayor probabilidad de interrupción del embarazo contribuye a que las tasas de paternidad adolescente sean mucho más bajas. Un análisis de las legislaciones y políticas poscoloniales de Sudáfrica y Zimbabue sugiere que, si bien la institucionalización de políticas en ambos países es un paso importante hacia la democratización de la escolarización formal de las niñas que se quedan embarazadas mientras están en la escuela, no puede lograrlo sin hacer frente a ""las variables negativas tradicionales, sociales y culturales que militan en contra de las niñas embarazadas que optan por perseguir sus aspiraciones educativas a través del sistema escolar formal"" (Runhare et al., Las madres jóvenes de la región suelen recibir ayuda de sus propias madres, tías o abuelas para cuidar de sus hijos, de modo que puedan seguir estudiando o buscar oportunidades de trabajo, o simplemente porque siguen viviendo en el hogar paterno. Sin embargo, surgen nuevas tensiones entre las dos generaciones de madres porque las madres jóvenes tienen concepciones ligeramente diferentes de lo que implica una ""buena"" maternidad, pero no tienen recursos suficientes para crear su propio hogar en el que criar a su hijo utilizando estos ideales (Moore, 2013).",5
"Sin embargo, estos resultados desiguales no son inevitables y pueden remediarse mediante la acción en varios frentes. El Capítulo 2 ya ha esbozado acciones para facilitar el acceso de las mujeres al trabajo decente y eliminar las brechas salariales de género. Además, los sistemas de pensiones pueden diseñarse o reformarse para corregir la desventaja socioeconómica de las mujeres en la vejez.",5
"Por lo tanto, es probable que la disposición a pagar por una mejor salud aumente considerablemente con los ingresos, al igual que la disposición a pagar por la atención médica, ya que la atención médica es un insumo vital en la producción de salud. Hall y Jones (2007) afirman que a medida que la gente se enriquece y aumenta el consumo, la utilidad marginal del consumo cae rápidamente. Además, la utilidad marginal de la extensión de la vida no disminuye y el gasto en salud para prolongar la vida permite a las personas comprar períodos adicionales de utilidad.",3
"Si ese análisis se toma con confianza, los usuarios pueden pasar rápidamente a considerar las implicaciones y acciones. Cualquier cambio hacia un enfoque más inclusivo y holístico puede poner en peligro la calidad de la evidencia debido a la falta de experiencia en una variedad de frentes. En particular, un enfoque más fuerte en la calidad del aprendizaje y la enseñanza en las aulas requiere que un evaluador tenga más que competencia personal como maestro o administrador de la escuela.",4
"Los hospitales terciarios especializados tambiÃ©n se vieron muy afectados. Esto incluye el hospital nacional de niÃ±os, donde el tiempo promedio de espera para cirugÃa fue notablemente largo, de 701 dÃas. Es interesante observar que los tiempos de espera en los hospitales pertenecientes a la red aseguradora-proveedora del INS (véase el recuadro 1) suelen ser inferiores a una semana. Aunque el INS ofrece un conjunto restringido de servicios en comparación con la CCSS, sus cortos tiempos de espera incluyen la cirugía electiva.",3
"El Foro de Docentes del 17CCEM hizo un llamamiento para renovar la atención sobre la profesionalidad de los docentes en el contexto más amplio de las repercusiones de la recesión mundial y los posibles cambios en las pautas de migración de los docentes. En 2006, la Secretaría encargó a SAQA la realización de un estudio piloto en ocho países. La Commonwealth se ha beneficiado de la experiencia profesional de SAQA, que responde a las necesidades nacionales, regionales e internacionales en el ámbito de las cualificaciones profesionales y la acreditación.",4
"En Italia, varios de los indicadores de calidad de la atención médica de la OCDE están muy por encima del promedio de la OCDE. La figura 1.2, que muestra la mortalidad hospitalaria de 30 días por infarto agudo de miocardio (IAM) basada en el ingreso, sitúa a Italia por encima de la media de la OCDE, con una tasa de mortalidad hospitalaria por IAM de 30 días por debajo de Suiza, Francia o los Países Bajos. Por ejemplo, en cuanto a las tasas de ingreso hospitalario por asma, Italia informa la tasa estandarizada por edad y sexo más baja con 11,4 por 100 000 habitantes, en comparación con una tasa promedio de 45,6 por 100 000 habitantes en los países de la OCDE.",3
"En 2015, para evaluar la preparación de los estudiantes para ello, PISA llevó a cabo la primera evaluación internacional del mundo de las habilidades de resolución colaborativa de problemas, definidas como la capacidad de los estudiantes para resolver problemas poniendo en común sus conocimientos, habilidades y esfuerzos con otros. Lo mismo ocurre entre países: los países con mejores resultados en PISA (como Japón, Corea y Singapur en Asia, Estonia y Finlandia en Europa, y Canadá en América del Norte) también ocupan los primeros puestos en la evaluación PISA de la resolución colaborativa de problemas. Hay países en los que los alumnos obtienen resultados mucho mejores en la resolución colaborativa de problemas de lo que cabría predecir a partir de sus resultados en las evaluaciones PISA de ciencias, lectura y matemáticas.",4
